year,state,id,state_code,latitude,longitude
2016,Virginia,US.VA,VA,37.431573,-78.656894
2017,Virginia,US.VA,VA,37.431573,-78.656894
2018,Virginia,US.VA,VA,37.431573,-78.656894
2019,Virginia,US.VA,VA,37.431573,-78.656894
2009,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2010,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2011,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2012,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2013,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2014,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2015,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2016,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2017,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2018,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2019,Washington,US.WA,WA,47.751073999999996,-120.74013899999999
2009,West Virginia,US.WV,WV,38.597626,-80.454903
2010,West Virginia,US.WV,WV,38.597626,-80.454903
2011,West Virginia,US.WV,WV,38.597626,-80.454903
2012,West Virginia,US.WV,WV,38.597626,-80.454903
2013,West Virginia,US.WV,WV,38.597626,-80.454903
2014,West Virginia,US.WV,WV,38.597626,-80.454903
2015,West Virginia,US.WV,WV,38.597626,-80.454903
2016,West Virginia,US.WV,WV,38.597626,-80.454903
2017,West Virginia,US.WV,WV,38.597626,-80.454903
2018,West Virginia,US.WV,WV,38.597626,-80.454903
2019,West Virginia,US.WV,WV,38.597626,-80.454903
2009,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2010,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2011,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2012,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2013,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2014,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2015,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2016,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2017,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2018,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2019,Wisconsin,US.WI,WI,43.784440000000004,-88.787868
2009,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2010,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2011,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2012,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2013,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2014,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2015,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2016,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2017,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2018,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
2019,Wyoming,US.WY,WY,43.075967999999996,-107.29028400000001
